impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K26-187667,A744880,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3057067,In Public Home,,Dog,Over 1 year<p/>,Female,Maltese,White,"Mar 27, 2026",Date Found,151ST  AVE SE AND SE 48DR,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3057067,Image Copyright HLP Inc. 2026,"Description: Cream color Maltese/small breed mix. Long ears, wearing diaper. <p/>Age: Over 1 year<p/>Found Near: 151st Ave SE and SE 48Dr, Bellevue WA  98006<p/>Found Date: 2026-03-27<p/>",
K26-187742,A745048,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A745048,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Heath,Dog,1 YEAR 7 MONTHS,Neutered Male,Doberman Pinscher,Black / Tan,"Mar 31, 2026",Received on,7400 block of  NEWCASTLE GOLF CLUB RD,NEWCASTLE,WA,98059,NEWCASTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745048,Image Copyright HLP Inc. 2026,"Received on: 2026-03-31<p/> Found Near: 7400 block of  NEWCASTLE GOLF CLUB RD<p/> Description: Black / Tan Neutered Male Doberman Pinscher Dog<p/> Age: 1 YEAR 7 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K26-188003,A745598,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A745598,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Babybop,Dog,9 WEEKS,Spayed Female,Pit Bull / Mix,Black / White,"Apr 13, 2026",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745598,Image Copyright HLP Inc. 2026,"Received on: 2026-04-13<p/> Description: Black / White<p/>  Spayed Female Pit Bull / Mix Dog<p/> Age: 9 WEEKS<p/> Adoption Fee: $200.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Babybop and I am available for adoption.<p/><p/>I was brought in by a good Samaritan on 04/13/2026.<p/><p/>I weigh 12lbs and am considered a SURPRISE I am still growing we are unsure how big I will be.<p/><p/>I am a very smart dog! At the shelter I am practicing how to ""sit"", ""stay"", ""come"", ""down"" and ""shake"".<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>I am an independent dog who likes to do my own thing!<p/><p/>I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy.<p/><p/>I am a puppy!! I will need to find a home where someone is available for me in these early days. It is important to be consistent with me and socialize me so I can have the best companionship with people and other animals. Puppies require patience because everything is brand new so I will need some TLC while I learn. I am not potty trained or crate training yet and teaching me those skills will help tremendously on a road to success! If you and your family are ready to fall in love my awesome self, please check me out!!<p/><p/>I am an adaptable dog who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/>",
K26-188066,A745688,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A745688,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,8 YEARS,Female,German Shepherd,Brown / Black,"Apr 15, 2026",Received on,16200 block of  CEDAR MOUNTAIN PL SE,RENTON,WA,98058,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745688,Image Copyright HLP Inc. 2026,"Received on: 2026-04-15<p/> Found Near: 16200 block of  CEDAR MOUNTAIN PL SE<p/> Description: Brown / Black Female German Shepherd Dog<p/> Age: 8 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",FRIENDLY
K26-188106,A745773,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3064268,LOST,Pluto,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Unknown,"Apr 07, 2026",Date Lost,300 block of  246TH WAY SE,Sammamish,,98074,SAMMAMISH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3064268,Image Copyright HLP Inc. 2026,"Description: Tuxedo cat. Black and white. Mark on his nose <p/>Age: Over 1 year<p/>Location Lost: 324 246th Way SE , Sammamish WA  98074<p/>Lost Date: 2026-04-07<p/>",
K26-187739,A745040,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3058322,LOST,Toby,Cat,Under 1 year<p/>,Male,Domestic Shorthair,Black,"Mar 27, 2026",Date Lost,32ND  AVE S AND 30TH AVE S SEATAC AND POSSIBLE NEARBY STREETS,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3058322,Image Copyright HLP Inc. 2026,"Description: He has black fur, he is around 9 months - 1 year old, he is neutered, he might look bigger than the picture because he is a kitten that is growing<p/>Age: Under 1 year<p/>Location Lost: 32nd Ave S and 30th Ave S SeaTac and possible nearby streets, Seattle WA  98198<p/>Lost Date: 2026-03-27<p/>",
K26-187308,A744091,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3049923,LOST,Pluto,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Unknown,"Mar 05, 2026",Date Lost,30600 block of  122ND AVE SE,Auburn,,98092,AUBURN,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3049923,Image Copyright HLP Inc. 2026,"Description: very scared cat. last seen wearing a panthers jersey with the name “bubba” on it. has a purple moon and star collar on. if seen please be very gentle and slow<p/>Age: Over 1 year<p/>Location Lost: 30627 122nd ave se auburn wa , Auburn WA  98092<p/>Lost Date: 2026-03-05<p/>",
K26-187652,A744859,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3056875,LOST,Mama,Cat,Over 1 year<p/>,Male,Domestic Mediumhair,Black,"Mar 24, 2026",Date Lost,13800 block of  437TH PL SE,,,98045,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3056875,Image Copyright HLP Inc. 2026,"<p/>Age: Over 1 year<p/>Location Lost: 13827 437th Pl SE, North Bend WA  98045<p/>Lost Date: 2026-03-24<p/>",
K26-187835,A745281,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A745281,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Cactus,Dog,2 YEARS,Neutered Male,German Shepherd / Mix,Brown / Black,"Apr 06, 2026",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745281,Image Copyright HLP Inc. 2026,"Received on: 2026-04-06<p/> Description: Brown / Black<p/>  Neutered Male German Shepherd / Mix Dog<p/> Age: 2 YEARS<p/> Adoption Fee: $150<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Cactus and I am available for adoption.<p/><p/>I am a big sweet boy looking for my forever home! I was brought in by a good Samaritan on April 6, 2026 as a stray.<p/><p/>I am a large boy! I weigh 89lbs, this means I am considered a large breed dog!<p/><p/>I am an affectionate lovebug who would be thrilled to snuggle with you at home! On the bed or on the couch I am just happy to be there. I love scratches and petting and I am incredibly kind.<p/><p/>Ontop of being sweet I am also full of energy!  I love to play outside, go on walks, and run in the yard! playing with toys and exploring are two things that I love to do and keep me busy! With dogs like myself its always helpful to have things for me to do. Cognitive toys like kongs, lick matts, puzzle toys. I love stuffed animals, bones and rope toys.I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy.<p/><p/>My caregivers think I am a little shy. This may be my personality but could also me the shelter atmosphere! Because of my shy nature, I would do best in a calm, quiet home. This will help me come out of my shell when I feel safe and comfortable.<p/><p/>I am a gentle and loving dog who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>Come to RASKC and check me out! I know I can be the best boy for you!<p/><p/><p/>",
K26-186819,A729211,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,Aeropostale,Rabbit Sh,NO AGE,Spayed Female,Rabbit Sh,Brown,"May 27, 2025",Received on,21615 64TH AVE S,KENT,WA,98032,SEATAC,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A729211,Image Copyright HLP Inc. 2026,"Received on: 2025-05-27<p/> Description: Brown Spayed Female Rabbit Sh Rabbit Sh<p/> Age: NO AGE<p/> Adoption Fee: $15<p/> Current Location: In RASKC Foster Home <p/>Hi there! My name is Aeropostale and I`m a rabbit who is looking for a forever home.<p/><p/>I was brought in by a good samaritan on May 27, 2025.<p/><p/>I came in with Holister (A729210) we are a bonded pair and should be adopted together. We love each other sooooo much and we want to share that love with you! And your treats!<p/><p/>I am looking for someone who can provide me with plenty of love and attention.<p/><p/>When it comes to feeding me, I will need the proper balance of pellets, timothy hay, fresh vegetables and access to a fresh water!<p/><p/>For housing, I will need appropriate room to roam, with separate spaces for a hidey house, litter box, play area and food and water.<p/>",
K26-187893,A745401,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A745401,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Ghost Baby,Dog,3 YEARS,Neutered Male,Great Pyrenees,White,"Apr 08, 2026",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745401,Image Copyright HLP Inc. 2026,"Received on: 2026-04-08<p/> Description: White<p/>  Neutered Male Great Pyrenees Dog<p/> Age: 3 YEARS<p/> Adoption Fee: $250.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is GHOST and I am available for adoption.<p/><p/><p/>I was brought in by a good Samaritan on 04/08/2026<p/><p/>I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>I am a spirited dog with a fun-loving personality! I am still working on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be!<p/><p/>I weigh 79 lbs and am considered alarge breed dog.<p/><p/><p/><p/>I am an independent dog who likes to do my own thing!<p/><p/><p/>",
K26-187280,A744030,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3049450,In Public Home,Unknown,Dog,Unknown<p/>,Female,German Shepherd,Brown,"Mar 05, 2026",Date Found,33500 block of  1ST WAY S,Federal Way,,98003,FEDERAL WAY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3049450,Image Copyright HLP Inc. 2026,Description: Black face brown body. Young female. Recently had puppies. Extremely skinny.<p/>Age: Unknown<p/>Found Near: 33500 block of  1ST WAY S<p/>Found Date: 2026-03-05<p/>,
K21-142066,A653498,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2357149,LOST,Bean,Dog,Under 1 year<p/>,Male,American Staffordshire,Unknown,"Nov 25, 2021",Date Lost,179TH 179TH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2357149,Image Copyright HLP Inc. 2026,"Description: Tan in color, white on his chest, there is a little white on his toes. He is wearing a blue collar. He is 6 months old. He is not shipped yet and he is unaltered.<p/>Age: Under 1 year<p/>Location Lost: 179th, Monroe WA  98272<p/>Lost Date: 2032-11-23<p/>",
K26-187950,A745485,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3061844,LOST,Buddy,Dog,Under 1 year<p/>,Male,Miniature Bull Terrier,Brown,"Apr 11, 2026",Date Lost,FROM  RENTON WA,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3061844,Image Copyright HLP Inc. 2026,"Description: Buddy is a light brown small bullie bread. He is a puppy with back issues. Someone stole him from me in Renton and was on their way to Lynnwood. He is a very sweet dog and he likes to talk. He has a microchip but I am uncertain of the number<p/>Age: Under 1 year<p/>Location Lost: From Renton wa, Renton WA  98059<p/>Lost Date: 2026-04-11<p/>",
K26-187648,A744851,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3056824,In Public Home,,Dog,Unknown<p/>,Unknown,Labrador Retriever,Brown,"Mar 26, 2026",Date Found,NE  17TH ST AND 211 WAY AVE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3056824,Image Copyright HLP Inc. 2026,"<p/>Age: Unknown<p/>Found Near: NE 17th ST and 211 way ave, Sammamish WA  98074<p/>Found Date: 2026-03-26<p/>",
K26-188080,A745728,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A745728,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,NO AGE,Female,Domestic Shorthair,Torbie,"Apr 16, 2026",Received on,4600 block of  S 170TH ST,SEATAC,WA,98188,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745728,Image Copyright HLP Inc. 2026,"Received on: 2026-04-16<p/> Found Near: 4600 block of  S 170TH ST<p/> Description: Torbie Female Domestic Shorthair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K26-187960,A745500,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3062266,In Public Home,Alison W.,Cat,Under 1 year<p/>,Male,American Shorthair,Unknown,"Apr 04, 2026",Date Found,NE  8th St & 129th Pl NE,Bellevue,,98005,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3062266,Image Copyright HLP Inc. 2026,"Description: Friendly American Shorthair Orange Kitten, male, under 1 year old.<p/>Age: Under 1 year<p/>Found Near: NE 8th St. and 129th Ave NE, Bellevue WA  98005<p/>Found Date: 2026-04-04<p/>",
K26-187493,A744508,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3053941,In Public Home,Unknown,Dog,Unknown<p/>,Female,Pit Bull,Unknown,"Mar 11, 2026",Date Found,11500 block of  SE 226TH PL,Kent,,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3053941,Image Copyright HLP Inc. 2026,Description: Very smart & loving dog. Recent mother. Found near kent station<p/>Age: Unknown<p/>Found Near: 11500 block of  SE 226TH PL<p/>Found Date: 2026-03-11<p/>,
K26-188030,A745638,Regional Animal Services of King County,FOUND,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,,Cat,2 WEEKS,Male,Domestic Shorthair,Gray,"Apr 14, 2026",Received on,13000 block of  MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98178,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745638,Image Copyright HLP Inc. 2026,Received on: 2026-04-14<p/> Found Near: 13000 block of  MARTIN LUTHER KING JR WAY S<p/> Description: Gray Male Domestic Shorthair Cat<p/> Age: 2 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K26-187375,A744225,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,Whisp,Dog,3 YEARS 7 MONTHS,Spayed Female,Pit Bull,Bl Brindle,"Mar 10, 2026",Received on,21615 64TH AVE S,KENT,WA,98032,SEATAC,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A744225,Image Copyright HLP Inc. 2026,"Received on: 2026-03-10<p/> Description: Bl Brindle Spayed Female Pit Bull Dog<p/> Age: 3 YEARS 7 MONTHS<p/> Adoption Fee: $50<p/> Current Location: In RASKC Foster Home <p/>Hi, my name is Whisp and I`m available for adoption! I arrived at RASKC on 3/10/26 after being abandoned at a park with all my belongings.  When I first came in I weighed just 35lbs and was very underweight.  However, with lots of care and regular meals, I`ve already made amazing progress and am up to 42lbs!  My healthy goal is around 45-50lbs and I`m well on my way!<p/><p/><p/><p/>At first, I wasn`t sure about people, but once I realized I was safe, my true personality started to shine.  Now, I`m all about love, attention and giving as many kisses as you`ll allow!  I`m a sweet and affectionate girl with a bold and bright spirit, just like my Leo zodiac sign.  Leos are known for their big hearts, confidence, and love of being around their people...just like me!  I adore attention, thrive on connection, and bring a warm, joyful energy wherever I go.<p/><p/><p/><p/>I`m an active girl who loves to run, play and go on long walks.  If you`re looking for a companion to keep you moving and smiling, then I`m your girl!  I can be a little jumpy sometimes, but that`s just my excitement bubbling over.  I`m so happy to meet new friends!  The good news is I`m very food motivated, which makes training fun and rewarding for both of us!  I`ve met some dogs at the shelter and seem to do well with pups my size.  If you have a dog at home, it`s recommended to bring them by for a meet-and-greet so we can see if we`re a perfect match.<p/><p/><p/><p/>I`ve been through a lot, but I haven`t lost my sparkle.  I`m ready for a fresh start with a family who will love me, guide me, and let me shine like the star I am!  Come meet me...I have a feeling we`re meant to find each other!<p/>",
